studio,domestic_gross,foreign_gross,year,title_new
BV,415000000.0,652000000.0,2010,toy story 3
BV,334200000.0,691300000.0,2010,alice in wonderland (2010)
WB,296000000.0,664300000.0,2010,harry potter and the deathly hallows part 1
WB,292600000.0,535700000.0,2010,inception
P/DW,238700000.0,513900000.0,2010,shrek forever after
Sum.,300500000.0,398000000.0,2010,the twilight saga: eclipse
Par.,312400000.0,311500000.0,2010,iron man 2
BV,200800000.0,391000000.0,2010,tangled
Uni.,251500000.0,291600000.0,2010,despicable me
P/DW,217600000.0,277300000.0,2010,how to train your dragon
WB,163200000.0,330000000.0,2010,clash of the titans (2010)
Fox,104400000.0,311300000.0,2010,the chronicles of narnia: the voyage of the dawn treader
Wein.,135500000.0,275400000.0,2010,the king's speech
BV,172100000.0,228000000.0,2010,tron legacy
Sony,176600000.0,182500000.0,2010,the karate kid
BV,90800000.0,245600000.0,2010,prince of persia: the sands of time
FoxS,107000000.0,222400000.0,2010,black swan
P/DW,148400000.0,173500000.0,2010,megamind
Uni.,105300000.0,216400000.0,2010,robin hood
Par.,131800000.0,187900000.0,2010,the last airbender
Uni.,148400000.0,162200000.0,2010,little fockers
SGem,60100000.0,240100000.0,2010,resident evil: afterlife
Par.,128000000.0,166800000.0,2010,shutter island
Sony,118300000.0,175200000.0,2010,salt
WB (NL),95300000.0,193000000.0,2010,sex and the city 2
Sony,67600000.0,210700000.0,2010,the tourist
LGF,103100000.0,171400000.0,2010,the expendables
Sony,162000000.0,109400000.0,2010,grown ups
Fox,76400000.0,185500000.0,2010,knight & day
Par.,171200000.0,81000000.0,2010,true grit
Fox,42800000.0,194600000.0,2010,gulliver's travels
Fox,88800000.0,137700000.0,2010,percy jackson & the olympians: the lightning thief
Sony,97000000.0,128000000.0,2010,the social network
WB (NL),110500000.0,106000000.0,2010,valentine's day
BV,63200000.0,152100000.0,2010,the sorcerer's apprentice
WB,100500000.0,111200000.0,2010,due date
Sony,80600000.0,124000000.0,2010,eat pray love
WB,100200000.0,101300000.0,2010,yogi bear
Sum.,90400000.0,108600000.0,2010,red
Par.,84800000.0,92800000.0,2010,paranormal activity 2
Fox,77200000.0,100000000.0,2010,the a-team
Par.,117200000.0,54500000.0,2010,jackass 3-d
Sony,119200000.0,51200000.0,2010,the other guys
Fox,81600000.0,86200000.0,2010,unstoppable
BV,42400000.0,116900000.0,2010,step up 3-d
WB,94800000.0,62300000.0,2010,the book of eli
WB,92200000.0,61800000.0,2010,the town
Fox,98700000.0,53600000.0,2010,date night
WB,55700000.0,84400000.0,2010,legend of the guardians: the owls of ga'hoole
Uni.,62000000.0,77800000.0,2010,the wolfman
Sony,67099999.0,69300000.0,2010,the bounty hunter
LGF,45700000.0,90400000.0,2010,saw 3d
Fox,52500000.0,82300000.0,2010,wall street: money never sleeps
Par.,93600000.0,35600000.0,2010,the fighter
Fox,52000000.0,75200000.0,2010,predators
WB (NL),63100000.0,52600000.0,2010,a nightmare on elm street (2010)
SGem,80000000.0,35000000.0,2010,dear john
WB,43600000.0,68900000.0,2010,cats & dogs: the revenge of kitty galore
Fox,60000000.0,52400000.0,2010,tooth fairy
WB,53400000.0,52300000.0,2010,life as we know it
WB,32700000.0,72500000.0,2010,hereafter
MBox,10100000.0,94300000.0,2010,the girl with the dragon tattoo
Fox,32400000.0,70500000.0,2010,love and other drugs
CL,63000.0,100200000.0,2010,aftershock (tangshan dadizhen)
LGF,47100000.0,51100000.0,2010,killers
LGF,48100000.0,48100000.0,2010,kick-ass
Uni.,35100000.0,59800000.0,2010,green zone
Uni.,29000000.0,64200000.0,2010,nanny mcphee returns
Uni.,61000000.0,30300000.0,2010,get him to the greek
SGem,39400000.0,50100000.0,2010,burlesque
BV,63000000.0,26100000.0,2010,the last song
P/DW,73000000.0,13800000.0,2010,dinner for schmucks
Fox,33600000.0,50100000.0,2010,marmaduke
W/Dim.,25000000.0,58200000.0,2010,piranha 3d
BV,19400000.0,63200000.0,2010,oceans
WB,43300000.0,37800000.0,2010,edge of darkness
Fox,36700000.0,43900000.0,2010,vampires suck
Sum.,53000000.0,26100000.0,2010,letters to juliet
CBS,37500000.0,40000000.0,2010,the back-up plan
CL,427000.0,75600000.0,2010,if you are the one 2 (fei cheng wu rao ii)
Fox,64000000.0,11700000.0,2010,diary of a wimpy kid
SGem,58400000.0,16600000.0,2010,easy a
WB,52400000.0,21500000.0,2010,hubble 3d
SGem,57700000.0,11300000.0,2010,takers
BV,48500.0,68600000.0,2010,tales from earthsea
SGem,40200000.0,27800000.0,2010,legion (2010)
Focus,35600000.0,32299999.0,2010,the american
LGF,41000000.0,26700000.0,2010,the last exorcism
LGF,21100000.0,46300000.0,2010,the next three days
MBox,7600000.0,59500000.0,2010,the girl who played with fire
Uni.,21400000.0,45400000.0,2010,skyline
MGM,50300000.0,14300000.0,2010,hot tub time machine
Uni.,33600000.0,29100000.0,2010,devil
FoxS,18300000.0,42400000.0,2010,127 hours
LGF,60100000.0,578000.0,2010,tyler perry's why did i get married too?
BV,59700000.0,537000.0,2010,secretariat
Sum.,15500000.0,44700000.0,2010,the ghost writer
Par.,31000000.0,29000000.0,2010,morning glory
Sum.,19100000.0,37000000.0,2010,remember me
WB,44900000.0,10700000.0,2010,cop out
Over.,39100000.0,15700000.0,2010,the crazies
LGF,24100000.0,28700000.0,2010,from paris with love
LGF,30100000.0,21300000.0,2010,daybreakers
LGF,25100000.0,25400000.0,2010,alpha and omega
Mira.,27800000.0,22100000.0,2010,the switch
Par.,32000000.0,17800000.0,2010,she's out of my league
SGem,42700000.0,6300000.0,2010,death at a funeral (2010)
Sony,30200000.0,18500000.0,2010,how do you know
Uni.,31200000.0,17000000.0,2010,charlie st. cloud
Uni.,31500000.0,16100000.0,2010,scott pilgrim vs. the world
IFC,504000.0,46900000.0,2010,heartbreaker
LGF,24300000.0,20900000.0,2010,the spy next door
IFC,128000.0,44100000.0,2010,"the good, the bad, the weird"
Fox,26600000.0,17500000.0,2010,machete
MBox,5200000.0,38300000.0,2010,the girl who kicked the hornet's nest
CJ,528000.0,42500000.0,2010,the man from nowhere
BV,32700000.0,10400000.0,2010,when in rome
FoxS,4000000.0,38300000.0,2010,my name is khan
WB (NL),17800000.0,24200000.0,2010,going the distance
Wein.,658000.0,40500000.0,2010,the concert
NM,619000.0,38400000.0,2010,agora
LGF,37700000.0,17300.0,2010,for colored girls
Over.,27200000.0,9300000.0,2010,brooklyn's finest
Sum.,17600000.0,18600000.0,2010,furry vengeance
CBS,23200000.0,12400000.0,2010,faster
Focus,20800000.0,13900000.0,2010,the kids are all right
SPC,3200000.0,31000000.0,2010,you will meet a tall dark stranger
SPC,6400000.0,27600000.0,2010,the secret in their eyes
Fox,10700000.0,22500000.0,2010,avatar: special edition
Uni.,25900000.0,6700000.0,2010,leap year
BV,25700000.0,6300000.0,2010,you again
MBox,552000.0,30500000.0,2010,mesrine: killer instinct
WB,23600000.0,5800000.0,2010,the losers
ParV,13300000.0,14900000.0,2010,case 39
Fox,26200000.0,1100000.0,2010,ramona and beezus
WB,17000000.0,9800000.0,2010,splice
Sum.,9500000.0,14600000.0,2010,fair game (2010)
Over.,12100000.0,12000000.0,2010,let me in
Gold.,4800000.0,17500000.0,2010,mao's last dancer
FoxS,21500000.0,29900.0,2010,just wright
FoxS,20300000.0,1200000.0,2010,our family wedding
Uni.,14700000.0,6200000.0,2010,my soul to take
JS,177000.0,20800000.0,2010,71 into the fire
RAtt.,2000000.0,18700000.0,2010,"i love you, phillip morris"
SGem,20200000.0,310000.0,2010,country strong
SPC,3200000.0,16500000.0,2010,another year
W/Dim.,15300000.0,4400000.0,2010,youth in revolt
LGF,1000000.0,18100000.0,2010,buried
Magn.,27800.0,18500000.0,2010,[rec] 2
Uni.,13800000.0,4600000.0,2010,repo men
SPC,2100000.0,15800000.0,2010,a prophet (un prophète)
IFC,277000.0,17600000.0,2010,soul kitchen
Magn.,552000.0,16600000.0,2010,mother (2010)
SPC,1300000.0,15100000.0,2010,micmacs
Free,195000.0,16000000.0,2010,the nutcracker in 3d
3D,6100000.0,9900000.0,2010,sea rex 3d: journey to a prehistoric world
UTV,848000.0,14900000.0,2010,i hate luv storys
CBS,12100000.0,3100000.0,2010,extraordinary measures
Focus,1800000.0,12200000.0,2010,somewhere
RAtt.,6500000.0,7300000.0,2010,winter's bone
SPC,6600000.0,6900000.0,2010,the last station
UTV,1500000.0,11100000.0,2010,raajneeti
SPC,1100000.0,11300000.0,2010,made in dagenham
Wein.,9700000.0,2600000.0,2010,blue valentine
SPC,560000.0,11400000.0,2010,tamara drewe
SPC,3100000.0,8600000.0,2010,chloe
IFC,55800.0,11500000.0,2010,looking for eric
Rela.,5700000.0,5400000.0,2010,the warrior's way
Magn.,5000000.0,5900000.0,2010,i am love
WB,10500000.0,356000.0,2010,jonah hex
Gold.,1800000.0,8500000.0,2010,harry brown
FoxS,7500000.0,2500000.0,2010,cyrus
FoxS,6800000.0,2900000.0,2010,conviction
SPC,9200000.0,518000.0,2010,get low
Focus,7300000.0,2200000.0,2010,babies
Over.,1800000.0,7700000.0,2010,stone
UTV,758000.0,8700000.0,2010,peepli live
FoxS,2400000.0,7000000.0,2010,never let me go
Zeit.,675000.0,8700000.0,2010,mid-august lunch
Uni.,8500000.0,797000.0,2010,macgruber
Anch.,6700000.0,1200000.0,2010,city island
SPC,4300000.0,3600000.0,2010,inside job
RAtt.,1500000.0,5500000.0,2010,the joneses
Magn.,124000.0,6700000.0,2010,centurion
SPC,1000000.0,5700000.0,2010,animal kingdom
Wein.,1500000.0,5100000.0,2010,nowhere boy
Focus,6400000.0,128000.0,2010,it's kind of a funny story
ParV,6400000.0,9300.0,2010,"waiting for ""superman"""
Focus,4200000.0,1900000.0,2010,greenberg
SPC,1600000.0,4099999.0,2010,coco chanel & igor stravinsky
IFC,619000.0,5100000.0,2010,vincere
SPC,2200000.0,3400000.0,2010,the illusionist (2010)
PDA,3300000.0,2000000.0,2010,exit through the gift shop
Lorb.,532000.0,4700000.0,2010,mademoiselle chambon
Anch.,4400000.0,818000.0,2010,solitary man
LGF,2200000.0,2900000.0,2010,rabbit hole
Zeit.,435000.0,4600000.0,2010,vision
SPC,1100000.0,3900000.0,2010,mother and child
App.,3600000.0,1100000.0,2010,the runaways
Drft.,305000.0,4400000.0,2010,four lions
SPC,404000.0,4200000.0,2010,wild grass
SPC,4000000.0,280000.0,2010,please give
Magn.,237000.0,4000000.0,2010,monsters
Osci.,236000.0,3800000.0,2010,rare exports: a christmas tale
IFC,217000.0,3800000.0,2010,the killer inside me
IW,1000000.0,2800000.0,2010,the perfect game
Gold.,3800000.0,45800.0,2010,to save a life
IFC,108000.0,3600000.0,2010,inspector bellamy
Rog.,3200000.0,242000.0,2010,catfish
Free,109000.0,3300000.0,2010,wild target
Anch.,246000.0,2900000.0,2010,frozen (2010)
Eros,1300000.0,1700000.0,2010,dabangg
Relbig.,1600000.0,1300000.0,2010,kites
Viv.,2800000.0,60300.0,2010,letters to god
Hann.,184000.0,2400000.0,2010,twelve
UTV,1100000.0,1400000.0,2010,tees maar khan
IFC,375000.0,2000000.0,2010,fish tank
Eros,1200000.0,1200000.0,2010,housefull
Eros,1100000.0,935000.0,2010,golmaal 3
Anch.,109000.0,1900000.0,2010,after.life
IFC,1600000.0,391000.0,2010,cairo time
WB,1800000.0,0.0,2010,flipped
UTV,1000000.0,695000.0,2010,guzaarish
Magn.,550000.0,1100000.0,2010,ondine
Eros,855000.0,761000.0,2010,anjaana anjaani
Strand,67500.0,1400000.0,2010,john rabe
NGE,1300000.0,105000.0,2010,restrepo
Relbig.,709000.0,648000.0,2010,raavan
Scre.,493000.0,859000.0,2010,the city of your final destination
Kino,622000.0,669000.0,2010,ajami
Lorb.,37000.0,1200000.0,2010,army of crime
SPC,368000.0,830000.0,2010,lebanon
Osci.,617000.0,566000.0,2010,howl
Kino,23700.0,1200000.0,2010,videocracy
Abr.,246000.0,901000.0,2010,when you're strange
CZ,915000.0,183000.0,2010,the salvation poem (poema de salvacion)
ATO,1000000.0,40700.0,2010,casino jack
IFC,176000.0,893000.0,2010,leaving
Eros,542000.0,499000.0,2010,khatta meetha
UTV,638000.0,393000.0,2010,we are family
First,70100.0,949000.0,2010,leaves of grass
MBox,711000.0,216000.0,2010,north face
NM,341000.0,555000.0,2010,creation
IFC,81800.0,798000.0,2010,no one knows about persian cats
IFC,146000.0,726000.0,2010,carlos
Strand,34500.0,837000.0,2010,hideaway (le refuge)
Anch.,167000.0,701000.0,2010,the disappearance of alice creed
Relbig.,428000.0,389000.0,2010,break ke baad
Eros,527000.0,277000.0,2010,veer (2010)
IFC,281000.0,487000.0,2010,life during wartime
IFC,336000.0,418000.0,2010,enter the void
GK,677000.0,62700.0,2010,the secret of kells
WB,673000.0,0.0,2010,the polar express (imax re-issue 2010)
Eros,285000.0,369000.0,2010,no problem
Magn.,582000.0,62500.0,2010,all good things
Over.,542000.0,77600.0,2010,jack goes boating
FInd.,303000.0,305000.0,2010,holy rollers
NFC,139000.0,447000.0,2010,chain letter
Anch.,93100.0,480000.0,2010,i spit on your grave
Magn.,409000.0,160000.0,2010,i'm still here
Lorb.,11700.0,545000.0,2010,salt of this sea
TFC,109000.0,393000.0,2010,undertow (2010)
IFC,144000.0,335000.0,2010,father of my children
Pala.,115000.0,359000.0,2010,the greatest (2010)
Magn.,453000.0,4500.0,2010,the extra man
IFC,392000.0,0.0,2010,tiny furniture
Kino,110000.0,274000.0,2010,dogtooth
Par.,366000.0,0.0,2010,grease (sing-a-long re-issue)
Mira.,278000.0,68700.0,2010,the tempest
Magn.,20900.0,323000.0,2010,the good heart
Scre.,225000.0,101000.0,2010,formosa betrayed
Strand,21100.0,300000.0,2010,red hill
Gold.,159000.0,158000.0,2010,welcome to the rileys
SPC,191000.0,121000.0,2010,"a woman, a gun and a noodle shop"
Strand,208000.0,97100.0,2010,the girl on the train
MBox,275000.0,28100.0,2010,mesrine: public enemy no. 1
Imag.,39000.0,255000.0,2010,44 inch chest
Eros,286000.0,7100.0,2010,karthik calling karthik
Zeit.,288000.0,0.0,2010,last train home
NAV,26300.0,250000.0,2010,eyes wide open
Arth.,188000.0,88700.0,2010,waste land
CLS,199000.0,70800.0,2010,south of the border
IFC,181000.0,70700.0,2010,human centipede
Mont.,128000.0,106000.0,2010,"lovely, still"
Olive,2200.0,229000.0,2010,the girl (flickan)
CGld,207000.0,0.0,2010,sweetgrass
Free,17400.0,182000.0,2010,bitch slap
UTV,169000.0,24300.0,2010,chance pe dance
Magn.,189000.0,3500.0,2010,client 9: the rise and fall of eliot spitzer
Magn.,177000.0,0.0,2010,casino jack and the united states of money
IFC,800.0,167000.0,2010,perrier's bounty
CGld,33200.0,131000.0,2010,around a small mountain
Strand,10800.0,150000.0,2010,spring fever
Magn.,133000.0,26400.0,2010,the eclipse
Magn.,102000.0,41500.0,2010,george a. romero's survival of the dead
FOAK,107000.0,17300.0,2010,the romantics
Magn.,101000.0,16400.0,2010,freakonomics
IVP,103000.0,9100.0,2010,saint john of las vegas
Yash,43800.0,60700.0,2010,band baaja baaraat
Osci.,81700.0,15300.0,2010,kisses
BV,80700.0,4200.0,2010,waking sleeping beauty
ICir,73200.0,6400.0,2010,enemies of the people
IFC,5000.0,57500.0,2010,hadewijch
FM,61600.0,0.0,2010,alamar
First,2000.0,53600.0,2010,as good as dead
IFC,4100.0,51000.0,2010,inhale
Vita.,52600.0,0.0,2010,hatchet 2
Magn.,36100.0,16200.0,2010,district b13: ultimatum
WOW,30800.0,18600.0,2010,gasland
IFC,2600.0,44900.0,2010,boogie woogie
FM,10000.0,31300.0,2010,come undone (2010)
Mont.,37200.0,3100.0,2010,the red baron
Strand,33500.0,5200.0,2010,bluebeard
IFC,21800.0,11500.0,2010,daddy longlegs
Truly,32200.0,0.0,2010,living in emergency
Kino,18000.0,5400.0,2010,nenette
Strand,12000.0,10400.0,2010,picture me
Osci.,7400.0,10500.0,2010,the thorn in the heart
Strand,11400.0,0.0,2010,the taqwacores
Abr.,11400.0,0.0,2010,cherry
Indic.,10800.0,0.0,2010,terkel in trouble
Lorb.,4400.0,0.0,2010,kimjongilia
WB,381000000.0,960500000.0,2011,harry potter and the deathly hallows part 2
P/DW,352400000.0,771400000.0,2011,transformers: dark of the moon
BV,241100000.0,804600000.0,2011,pirates of the caribbean: on stranger tides
Sum.,281300000.0,430900000.0,2011,the twilight saga: breaking dawn part 1
Par.,209400000.0,485300000.0,2011,mission: impossible - ghost protocol
P/DW,165200000.0,500400000.0,2011,kung fu panda 2
Uni.,209800000.0,416300000.0,2011,fast five
WB,254500000.0,332300000.0,2011,the hangover part ii
Sony,142600000.0,421100000.0,2011,the smurfs
BV,191500000.0,370700000.0,2011,cars 2
P/DW,149300000.0,405700000.0,2011,puss in boots
WB,186800000.0,358600000.0,2011,sherlock holmes: a game of shadows
Fox,143600000.0,341000000.0,2011,rio
Fox,176800000.0,305000000.0,2011,rise of the planet of the apes
Par.,181000000.0,268300000.0,2011,thor
Par.,77600000.0,296400000.0,2011,the adventures of tintin
Par.,176700000.0,193900000.0,2011,captain america: the first avenger
Fox,146400000.0,207200000.0,2011,x-men: first class
Fox,133100000.0,209600000.0,2011,alvin and the chipmunks: chipwrecked
BV,85500000.0,213800000.0,2011,real steel
Uni.,169100000.0,119300000.0,2011,bridesmaids
Par.,127000000.0,133100000.0,2011,super 8
Par.,123500000.0,122200000.0,2011,rango
Sony,102500000.0,130100000.0,2011,the girl with the dragon tattoo (2011)
Sony,98800000.0,129000000.0,2011,the green hornet
Rela.,83500000.0,143400000.0,2011,immortals
WB,116600000.0,103300000.0,2011,green lantern
BV,169700000.0,46900000.0,2011,the help
Sony,100300000.0,115900000.0,2011,bad teacher
Sony,103000000.0,111900000.0,2011,just go with it
Sony,83600000.0,128300000.0,2011,battle: los angeles
WB (NL),117500000.0,92100000.0,2011,horrible bosses
Par.,104000000.0,103000000.0,2011,paranormal activity 3
BV,100000000.0,94000000.0,2011,gnomeo and juliet
Fox,68200000.0,119100000.0,2011,mr. popper's penguins
Par.,73900000.0,111900000.0,2011,hugo
BV,94200000.0,91300000.0,2011,the lion king (in 3d)
Uni.,108100000.0,75900000.0,2011,hop
BV,79900000.0,97700000.0,2011,war horse
FoxS,82600000.0,94700000.0,2011,the descendants
Uni.,100200000.0,74600000.0,2011,cowboys & aliens
Fox,37500000.0,136400000.0,2011,in time
Sony,80400000.0,89500000.0,2011,zookeeper
BV,88600000.0,76600000.0,2011,the muppets
Rela.,79200000.0,82600000.0,2011,limitless
Uni.,8300000.0,151800000.0,2011,johnny english reborn
WB (NL),42600000.0,115300000.0,2011,final destination 5
Uni.,78000000.0,74900000.0,2011,tower heist
SPC,56800000.0,94300000.0,2011,midnight in paris
WB,64000000.0,86400000.0,2011,happy feet two
BV,55100000.0,94800000.0,2011,i am number four
Sony,74200000.0,75500000.0,2011,jack and jill
SGem,55800000.0,93700000.0,2011,friends with benefits
Par.,70700000.0,78600000.0,2011,no strings attached
Sony,46500000.0,101000000.0,2011,arthur christmas
Sum.,54700000.0,92600000.0,2011,source code
WB,84400000.0,58500000.0,2011,"crazy, stupid, love."
WB (NL),54500000.0,87500000.0,2011,new year's eve
WB,75700000.0,59800000.0,2011,contagion
Wein.,44700000.0,88800000.0,2011,the artist
Sum.,20400000.0,111900000.0,2011,the three musketeers (2011)
WB,63700000.0,67099999.0,2011,unknown
Uni.,62500000.0,65400000.0,2011,the adjustment bureau
Fox,75600000.0,44500000.0,2011,we bought a zoo
Fox,58700000.0,58400000.0,2011,water for elephants
Wein.,30000000.0,84900000.0,2011,the iron lady
Sony,75600000.0,34600000.0,2011,moneyball
Uni.,23200000.0,85400000.0,2011,sanctum
Par.,73000000.0,26000000.0,2011,justin bieber: never say never
Uni.,37400000.0,60600000.0,2011,paul
W/Dim.,38200000.0,59000000.0,2011,scream 4
FD,54000000.0,43000000.0,2011,insidious
WB (NL),33000000.0,63000000.0,2011,the rite
WB,72300000.0,23100000.0,2011,dolphin tale
Rela.,24800000.0,66800000.0,2011,season of the witch
WB,36400000.0,53400000.0,2011,sucker punch
WB,37700000.0,51500000.0,2011,red riding hood
W/Dim.,38500000.0,47000000.0,2011,spy kids: all the time in the world
WB,37300000.0,47600000.0,2011,j. edgar
WB (NL),45100000.0,38100000.0,2011,hall pass
Fox,37900000.0,44800000.0,2011,"big mommas: like father, like son"
LGF,28100000.0,54000000.0,2011,abduction
Focus,24100000.0,56500000.0,2011,"tinker, tailor, soldier, spy"
SGem,29100000.0,49200000.0,2011,priest
FD,35100000.0,41100000.0,2011,drive (2011)
CBS,29100000.0,47000000.0,2011,the mechanic
Sony,41000000.0,35000000.0,2011,the ides of march
Uni.,37100000.0,38400000.0,2011,the change-up
LGF,58000000.0,17000000.0,2011,the lincoln lawyer
Fox,52700000.0,19700000.0,2011,diary of a wimpy kid: rodrick rules
Uni.,35600000.0,36400000.0,2011,larry crowne
Uni.,48500000.0,21200000.0,2011,the dilemma
Sum.,21400000.0,43200000.0,2011,the darkest hour
Focus,40300000.0,23500000.0,2011,hanna
Par.,51800000.0,11700000.0,2011,footloose (2011)
Vari.,100000.0,62900000.0,2011,elite squad: the enemy within
TriS,36700000.0,24300000.0,2011,colombiana
WB,39000000.0,21100000.0,2011,something borrowed
Focus,13800000.0,45500000.0,2011,one day
CL,151000.0,58200000.0,2011,beginning of the great revival
ORF,25100000.0,31300000.0,2011,killer elite
WB,31800000.0,23400000.0,2011,extremely loud & incredibly close
FoxS,13300000.0,41000000.0,2011,the tree of life
LGF,53300000.0,816000.0,2011,tyler perry's madea's big happy family
IM,460000.0,51300000.0,2011,detective dee and the mystery of the phantom flame
BV,26700000.0,23200000.0,2011,winnie the pooh
LGF,21300000.0,27500000.0,2011,conan the barbarian (2011)
TriS,43900000.0,3200000.0,2011,soul surfer
CJ,251000.0,45800000.0,2011,war of the arrows
WB,33000000.0,12700000.0,2011,arthur (2011)
Focus,31200000.0,14500000.0,2011,the debt
CBS,27900000.0,15300000.0,2011,beastly
SPC,4000000.0,38200000.0,2011,of gods and men
WB,25900000.0,15600000.0,2011,born to be wild (imax)
Elev.,134000.0,41000000.0,2011,evangelion 2.0: you can (not) advance
BV,18300000.0,22700000.0,2011,fright night (2011)
Sony,37100000.0,3500000.0,2011,30 minutes or less
SGem,37300000.0,3200000.0,2011,the roommate
Rela.,18900000.0,21300000.0,2011,shark night 3d
Fox,23200000.0,16500000.0,2011,monte carlo
Sum.,35000000.0,4200000.0,2011,50/50
BV,21400000.0,17600000.0,2011,mars needs moms
Uni.,21300000.0,17200000.0,2011,dream house
TriS,37300000.0,415000.0,2011,jumping the broom
FD,24000000.0,12900000.0,2011,don't be afraid of the dark
Eros,2500000.0,33400000.0,2011,ra one
WB,35100000.0,326000.0,2011,a very harold & kumar 3d christmas
Wein.,14600000.0,20500000.0,2011,my week with marilyn
Fox,30400000.0,4500000.0,2011,the sitter
Focus,11200000.0,23500000.0,2011,jane eyre
TriS,34500000.0,0.0,2011,courageous
Vari.,66100.0,33600000.0,2011,shaolin
BV,15400000.0,15400000.0,2011,african cats
SPC,3200000.0,27700000.0,2011,the skin i live in
Wein.,9700000.0,20900000.0,2011,i don't know how she does it
Fox,14000000.0,16399999.0,2011,what's your number?
Sum.,10700000.0,18200000.0,2011,drive angry
SPC,2500000.0,25100000.0,2011,carnage (2011)
SPC,5700000.0,21800000.0,2011,a dangerous method
Uni.,16900000.0,10500000.0,2011,the thing (2011)
Focus,19500000.0,7600000.0,2011,the eagle
Vari.,50400.0,26500000.0,2011,legend of the fist: the return of chen zhen
W/Dim.,17700000.0,7900000.0,2011,apollo 18
RAtt.,5100000.0,20000000.0,2011,biutiful
Uni.,21600000.0,3300000.0,2011,your highness
Wein.,24800000.0,0.0,2011,our idiot brother
FD,13100000.0,10800000.0,2011,the rum diary
Strand,720000.0,22500000.0,2011,the women on the 6th floor
MBox,1600000.0,21600000.0,2011,potiche
LGF,13700000.0,9400000.0,2011,warrior
Par.,16300000.0,6600000.0,2011,young adult
Wein.,7700000.0,13400000.0,2011,sarah's key
NM,2700000.0,17600000.0,2011,the way back
SPC,7100000.0,12800000.0,2011,a separation
SPC,5400000.0,14200000.0,2011,the guard
RAtt.,5400000.0,14200000.0,2011,margin call
Fox,11900000.0,6800000.0,2011,glee the 3d concert movie
FoxS,3900000.0,13800000.0,2011,shame
Magn.,803000.0,16800000.0,2011,13 assassins
Wein.,10100000.0,6800000.0,2011,hoodwinked too! hood vs. evil
MBox,10400.0,16900000.0,2011,the heir apparent: largo winch
RAtt.,164000.0,16600000.0,2011,the last godfather
UTV,1500000.0,15200000.0,2011,delhi belly
Magn.,3000000.0,12900000.0,2011,melancholia
Rela.,15000000.0,678000.0,2011,judy moody and the not bummer summer
RAtt.,11500000.0,3900000.0,2011,the conspirator
Sony,4500000.0,10900000.0,2011,anonymous
Vari.,206000.0,14900000.0,2011,ip man 2: legend of the grandmaster
IFC,158000.0,14600000.0,2011,the housemaid
NGE,44300.0,14600000.0,2011,desert flower
IFC,3500000.0,11100000.0,2011,pina
Focus,5800000.0,8500000.0,2011,beginners
Cohen,667000.0,13600000.0,2011,my afternoons with margueritte
Magn.,129000.0,12600000.0,2011,i saw the devil
NeoC,708000.0,12000000.0,2011,the hedgehog
MBox,233000.0,12000000.0,2011,gainsbourg: a heroic life
CL,69000.0,11800000.0,2011,the warring states
CL,124000.0,11700000.0,2011,what women want (wo zhi nu run xin)
FoxS,1300000.0,10000000.0,2011,snow flower and the secret fan
FoxS,10200000.0,652000.0,2011,win win
NGE,5700000.0,5100000.0,2011,flying monsters
Kino,123000.0,10600000.0,2011,city of life and death
Jan.,612000.0,9900000.0,2011,le havre
SGem,10300000.0,0.0,2011,straw dogs (2011)
BV,10100000.0,0.0,2011,prom
SPC,1000000.0,8600000.0,2011,in a better world
MNE,24100.0,9600000.0,2011,trespass (2011)
LGF,1400000.0,7900000.0,2011,saving private perez
Magn.,708000.0,8500000.0,2011,point blank
SPC,543000.0,8700000.0,2011,winter in wartime
SPC,4400000.0,4000000.0,2011,barney's version (u.s. only)
Magn.,44700.0,8400000.0,2011,outrage (2011)
PDA,1600000.0,6600000.0,2011,senna
Trib.,99000.0,7600000.0,2011,last night
Fox,7200000.0,244000.0,2011,the big year
Sum.,971000.0,6300000.0,2011,the beaver
Rela.,6900000.0,0.0,2011,take me home tonight
FoxS,6900000.0,0.0,2011,cedar rapids
IFC,352000.0,6400000.0,2011,the princess of montpensier
IFC,5300000.0,1200000.0,2011,cave of forgotten dreams
CL,153000.0,6200000.0,2011,sex and zen 3d: extreme ecstasy
Osci.,1700000.0,4300000.0,2011,we need to talk about kevin
SGem,1000000.0,4800000.0,2011,attack the block
Vita.,518000.0,5300000.0,2011,even the rain
MBox,162000.0,5600000.0,2011,young goethe in love
Rocket,32800.0,5700000.0,2011,11-11-11
IFC,1400000.0,4099999.0,2011,certified copy
UTV,464000.0,5000000.0,2011,thank you (2011)
Wein.,4400000.0,441000.0,2011,the company men
Magn.,224000.0,4500000.0,2011,tucker & dale vs. evil
IFC,16100.0,4600000.0,2011,london boulevard
OMNI/FSR,1200000.0,3400000.0,2011,dylan dog: dead of night
MBox,514000.0,4099999.0,2011,the names of love
PDA,4400000.0,0.0,2011,the way
IFC,4800.0,4300000.0,2011,burke and hare
FM,7600.0,4200000.0,2011,king of devil's island
MBox,501000.0,3700000.0,2011,bride flight
Magn.,253000.0,3900000.0,2011,trollhunter
IFC,4000000.0,0.0,2011,buck
Strand,85500.0,3900000.0,2011,carancho
ParV,3400000.0,336000.0,2011,like crazy
Imag.,138000.0,3600000.0,2011,the double
Relbig.,3700000.0,0.0,2011,don 2
IFC,540000.0,3100000.0,2011,love crime
